	Артикул	Наименование	Количество	Единица измерения	Цена для конечного пользователя, руб.	Стоимость для конечного пользователя, руб.	Примечания	Дата выдачи КП	Номер КП	Проектная скидка	"Цена с проектной скидкой,
  руб."	"Стоимость с проектной скидкой,
  руб."	Стандартная скидка	"Цена со стандартной скидкой,
  руб."	"Стоимость со стандартной скидкой,
  руб."	Цена для конечного пользователя, $	Стоимость для конечного пользователя, $	"Цена с проектной скидкой,
  $"	"Стоимость с проектной скидкой,
  $"	Цена для конечного пользователя, руб	Стоимость для конечного пользователя, руб	Цена с проектной скидкой, руб	Стоимость с проектной скидкой, руб	Цена , руб.	Стоимость руб.	проектная скидка	Цена со скидкой, руб.	Стоимость со скидкой, руб.	Цена для конечного пользователя, €	Стоимость для конечного пользователя, €	Цена с проектной скидкой, €	Стоимость с проектной скидкой, €	Скидка для конечного пользователя	Цена для конечного пользователя со скидкой, руб.	Стоимость для конечного пользователя со скидкой, руб.	Цена со специальной скидкой, $	Стоимость со специальной скидкой, $	"Цена с проектной скидкой,
  €"	"Стоимость с проектной скидкой,
  €"	"Цена,
  руб. "	скидка	цена со скидкой	стоимость со скидкой	Цена для конечного пользователя, Руб.	Стоимость для конечного пользователя, Руб.	"Цена с проектной скидкой,
  Руб."	"Стоимость с проектной скидкой,
  Руб."	Стоимость , руб.	Unnamed: 6	 руб.	спец ЕНДЮЗЕР	Цена со скидкой от , руб.	Входная стоимость	Стоимость для конечного пользователя, $.	"Цена с проектной скидкой,
  $."	"Стоимость с проектной скидкой,
  $."	"Ширина
мм"	"Глубина
мм"	Высота мм	Масса, кг	Unnamed: 2	Цена для конечного пользователя, $.
8995	C3.PM0001	Датчик температура/влажность	0.0	шт.	5300.0	0.0		12.12.2022	5596	0.47	2810.0	0.0																																																		
8996	C3.RF4201	Шкаф C3 42U 600*1050, черный, дверь перф.	40.0	шт.	177700.0	7108000.0		12.12.2022	5597	0.42	103100.0	4124000.0																																																		
8997	C3.RF4203	Шкаф C3 42U 750*1050, черный, дверь перф.	10.0	шт.	199100.0	1991000.0		12.12.2022	5597	0.42	115500.0	1155000.0																																																		
8998	C3.PM4004	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-24, С19-6, разъем.с фикс, 3 авт., вх.IEC 309, каб.3м	100.0	шт.	149200.0	14920000.0		12.12.2022	5597	0.42	86500.0	8650000.0																																																		
8999	C3.AD4212	Комплект дверной C3, 42U, прозрачн., д/коридора 1200мм, 2 двери	6.0	шт.	315500.0	1893000.0		12.12.2022	5597	0.42	183000.0	1098000.0																																																		
9000	C3.AR1006	Панель потолочная C3, 600*1200мм	36.0	шт.	54300.0	1954800.0		12.12.2022	5597	0.42	31500.0	1134000.0																																																		
9001	C3.AR1007	Панель потолочная C3, 750*1200мм	6.0	шт.	61500.0	369000.0		12.12.2022	5597	0.42	35700.0	214200.0																																																		
9002	C3.AR2006	Панель потолочная C3 с аварийным откидыванием, 600*1200мм	0.0	шт.	123000.0	0.0		12.12.2022	5597	0.42	71300.0	0.0																																																		
9003	C3.AR2099	Блок питания для потолочных панелей, с каб.	0.0	шт.	22300.0	0.0		12.12.2022	5597	0.42	12900.0	0.0																																																		
9004	C3.AX3003	Заглушка C3 между шкафами, металл.	14.0	шт.	27500.0	385000.0		12.12.2022	5597	0.42	16000.0	224000.0																																																		
9005	C3.IX6026	Кондиционер прецизионный С3 26кВт, 600*2000*1200, внутрирядный, фреон, внешн.блок в компл.	19.0	шт.	5600000.0	106400000.0		12.12.2022	5597	0.42	3248000.0	61712000.0																																																		
9006	C3.IX6027	Кондиционер прецизионный С3 26кВт, 600*2000*1200, внутрирядный, фреон, пароувлажнение, внешн.блок в компл.	5.0	шт.	5346400.0	26732000.0		12.12.2022	5597	0.42	3100900.0	15504500.0																																																		
9007	C3.PS3001	Стоечный переключатель нагрузки C3, 1U, 230В, 16А, вход C20-2, выход С13-8, C19-1	0.0	шт.	116000.0	0.0		12.12.2022	5597	0.42	67300.0	0.0																																																		
9008	C3.PS3101	Сетевая карта SNMP для переключателя нагрузки	0.0	шт.	24500.0	0.0		12.12.2022	5597	0.42	14200.0	0.0																																																		
9009	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	0.0	шт.	19600.0	0.0		12.12.2022	5597	0.42	11400.0	0.0																																																		
9010	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	0.0	шт.	1700.0	0.0		12.12.2022	5597	0.42	990.0	0.0																																																		
9011	C3.AX4001	Механический синхронизатор раздвижения дверей C3	0.0	шт.	36200.0	0.0		12.12.2022	5597	0.42	21000.0	0.0																																																		
9012	C3.PM0001	Датчик температура/влажность	0.0	шт.	5300.0	0.0		12.12.2022	5597	0.42	3070.0	0.0																																																		
9013	C3.RF4809	Шкаф C3 48U 800*1200, черный, дверь перф.	3.0	шт.	346600.0	1039800.0		12.12.2022	5598	0.47	183699.59	551098.77																																																		
9014	C3.PS3002	Стоечный переключатель нагрузки C3, 1U, 230В, 16А, вход C20-2, выход С13-6, C19-2	6.0	шт.	115300.0	691800.0		12.12.2022	5598	0.47	61100.0	366600.0																																																		
9015	C3.PS3101	Сетевая карта SNMP для переключателя нагрузки	6.0	шт.	24500.0	147000.0		12.12.2022	5598	0.4699999999999999	13000.0	78000.0																																																		
9016	C3.PS4002	БРП управляемый C3, 1 фаза, 32А, С13-20, С19-4, 2 авт., вх.IEC 309, каб.3м	12.0	шт.	191100.0	2293200.0		12.12.2022	5598	0.47	101271.0	1215252.0																																																		
9017	C3.PS4004	БРП управляемый C3, 3 фазы, 32А, С13-21, С19-3, 3 авт., вх.IEC 309, каб.3м	12.0	шт.	208000.0	2496000.0		12.12.2022	5598	0.47	110200.0	1322400.0																																																		
9018	C3.OP4801	Органайзер кабельный C3 48U вертик., с пальцами 106мм	0.0	шт.	16500.0	0.0		12.12.2022	5598	0.47	8700.0	0.0																																																		
9019	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	0.0	шт.	19600.0	0.0		12.12.2022	5598	0.47	10400.0	0.0																																																		
9020	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	0.0	шт.	1700.0	0.0		12.12.2022	5598	0.47	900.0	0.0																																																		
9021	C3.PM0001	Датчик температура/влажность	0.0	шт.	5300.0	0.0		12.12.2022	5598	0.47	2810.0	0.0																																																		
9022	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	0.0	шт.	500.0	0.0		12.12.2022	5598	0.47	260.0	0.0																																																		
9023	C3.UM5050	"Системный шкаф C3
-Силовой шкаф для установки до 10 силовых блоков 50кВА,
- Плата «сухих контактов» в комплекте,
- Статический и сервисный байпасы,
- LCD, RS-232, RS-485, EPO, SNMPSlot
Габариты (ШхГхВ): 1300 x 1100 x 2000 мм. Вес: 810 кг"	3.0	шт.	3679300.0	11037900.0		13.12.2022	5599	0.47	1950000.0	5850000.0																																																		
9024	C3.UMM050	Силовой модуль C3 50кВА/45кВт, 230/400В	27.0	шт.	697100.0	18821700.0		13.12.2022	5599	0.47	369500.0	9976500.0																																																		
9025	C3.UPN012	Встраиваемая карта SNMP с поддержкой датчика влажности и температуры	3.0	шт.	32700.0	98100.0		13.12.2022	5599	0.47	17300.0	51900.0																																																		
9026	C3.UMA007	Комплект параллельной работы C3 д. модульных ИБП	3.0	шт.	115400.0	346200.0		13.12.2022	5599	0.47	61200.0	183600.0																																																		
9027	C3.UPB062	"Батарейный кабинет C3 с системой BMS

Батарейный кабинет C3 Li-ion на 10 модулей для литиевых АКБ (100 Ач) с системой мониторинга и управления модулями.
Габариты (ШхГхВ): 600 x 1000 x 2000 мм, Вес: 900 кг
Интеллектуальная система BMS для мониторинга АКБ, состоит из:
- датчиков мониторинга под каждую АКБ, 
- модулей мониторинга линейки под каждый батарейный шкаф,
- датчиков Холла под каждый батарейный шкаф,
- контроллера системы контроля АКБ."	6.0	шт.	7452400.0	44714400.0		13.12.2022	5599	0.47	3949800.0	23698800.0																																																		
9028	C3.UPX024	"Щит напольный ЩБ-2500А
Габариты (ШхГхВ): 2300 х 1200 х 2100 мм"	1.0	шт.	22207000.0	22207000.0		13.12.2022	5599	0.47	11769700.0	11769700.0																																																		
9029	C3.PH1008	Блок распред.пит. C3 гориз., 1U, 3 фазы, 32А, С19-6, 6 авт., вх.IEC 309, каб.2,5м	3.0	шт.	56200.0	168600.0		13.12.2022	5600	0.47	29800.0	89400.0																																																		
9030	C3.OP4811	Органайзер кабельный двухрядн. C3 48U вертик., с пальцами 106мм, с крышкой	1.0	шт.	33800.0	33800.0		13.12.2022	5601	0.47	17914.0	17914.0																																																		
9031	C3.OH1010	Органайзер кабельный C3 гориз., пластик. пальцы с крышкой, 1U	1.0	шт.	7300.0	7300.0		13.12.2022	5601	0.47	3869.0	3869.0																																																		
9032	C3.OH1005	Органайзер кабельный C3 гориз., с крышкой, 1U	1.0	шт.	1400.0	1400.0		13.12.2022	5601	0.47	740.0	740.0																																																		
9033	C3.OH1006	Органайзер кабельный C3 гориз., с крышкой, 2U	1.0	шт.	1700.0	1700.0		13.12.2022	5601	0.47	900.0	900.0																																																		
9034	C3.OP4201	Органайзер кабельный C3 42U вертик., с пальцами 106мм	1.0	шт.	15600.0	15600.0		13.12.2022	5601	0.47	8270.0	8270.0																																																		
9035	C3.OP4202	Органайзер кабельный C3 42U вертик., с пальцами 150мм	1.0	шт.	15900.0	15900.0		13.12.2022	5601	0.47	8430.0	8430.0																																																		
9036	C3.OP4501	Органайзер кабельный C3 45U вертик., с пальцами 106мм	1.0	шт.	15500.0	15500.0		13.12.2022	5601	0.47	8220.0	8220.0																																																		
9037	C3.OP4502	Органайзер кабельный C3 45U вертик., с пальцами 150мм	1.0	шт.	15700.0	15700.0		13.12.2022	5601	0.47	8320.0	8320.0																																																		
9038	C3.OP4801	Органайзер кабельный C3 48U вертик., с пальцами 106мм	1.0	шт.	16500.0	16500.0		13.12.2022	5601	0.47	8750.0	8750.0																																																		
9039	C3.OP4802	Органайзер кабельный C3 48U вертик., с пальцами 150мм	1.0	шт.	16800.0	16800.0		13.12.2022	5601	0.47	8900.0	8900.0																																																		
9040	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	1.0	шт.	19600.0	19600.0		13.12.2022	5601	0.47	10390.0	10390.0																																																		
9041	C3.OV2002	Органайзер кабельный C3 верт., с крышкой и каб.вводами, 42U с комплектом стяжек Velcro (10 шт.)	1.0	шт.	14500.0	14500.0		13.12.2022	5601	0.47	7690.0	7690.0																																																		
9042	C3.RF4805	Шкаф C3 48U 750*1200, черный, дверь перф.	20.0	шт.	250400.0	5008000.0		13.12.2022	5609	0.42	145200.0	2904000.0																																																		
9043	C3.PM4006	Блок распред.пит.с мониторингом C3, 3 фазы, 32А, С13-36, С19-6, 6 авт., вх.IEC 309, каб.3м	40.0	шт.	173400.0	6936000.0		13.12.2022	5609	0.42	100600.0	4024000.0																																																		
9044	C3.PM4007	Блок распред.пит.с мониторингом C3, 3 фазы, 32А, С13-30, С19-12, 6 авт., вх.IEC 309, каб.3м	0.0	шт.	176700.0	0.0		13.12.2022	5609	0.42	102500.0	0.0																																																		
9045	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	0.0	шт.	19600.0	0.0		13.12.2022	5609	0.42	11370.0	0.0																																																		
9046	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	0.0	шт.	500.0	0.0		13.12.2022	5609	0.42	290.0	0.0																																																		
9047	C3.PS3001	Стоечный переключатель нагрузки C3, 1U, 230В, 16А, вход C20-2, выход С13-8, C19-1	0.0	шт.	116000.0	0.0		13.12.2022	5609	0.42	67300.0	0.0																																																		
9048	C3.PS3101	Сетевая карта SNMP для переключателя нагрузки	0.0	шт.	24500.0	0.0		13.12.2022	5609	0.42	14200.0	0.0																																																		
9049	C3.OP4801	Органайзер кабельный C3 48U вертик., с пальцами 106мм	0.0	шт.	16500.0	0.0		13.12.2022	5609	0.42	9600.0	0.0																																																		
9050	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	0.0	шт.	1700.0	0.0		13.12.2022	5609	0.42	990.0	0.0																																																		
9051	C3.PM0001	Датчик температура/влажность	0.0	шт.	5300.0	0.0		13.12.2022	5609	0.42	3070.0	0.0																																																		
9052	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	6.0	шт.	186600.0	1119600.0		14.12.2022	5612	0.42	108200.0	649200.0																																																		
9053	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	12.0	шт.	19600.0	235200.0		14.12.2022	5612	0.42	11370.0	136440.0																																																		
9054	C3.PV2113	Блок распред.пит. C3 верт., 1 фаза, 32А, C13-36, C19-6, 2 авт., вх.IEC309, каб.2,5м., черный	0.0	шт.	37200.0	0.0		14.12.2022	5612	0.42	21600.0	0.0																																																		
9055	C3.PM4003	Блок распред.пит.с мониторингом C3, 1 фаза, 32А, С13-36, С19-6, 2 авт., вх.IEC 309, каб.3м	0.0	шт.	146500.0	0.0		14.12.2022	5612	0.42	85000.0	0.0																																																		
9056	C3.IX3010_2	Кондиционер прецизионный C3, 300*2000*1200, внутрирядный, фреон,   внешн.блок на -40°C в компл	6.0	шт.	4406000.0	26436000.0		14.12.2022	5612	0.42	2555500.0	15333000.0																																																		
9057	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	2.0	шт.	186600.0	373200.0		14.12.2022	5612	0.42	108200.0	216400.0																																																		
9058	C3.UM9015	Модульное шасси ИБП C3 20U д.установки 6 модулей 15кВА, макс мощность 90кВА\кВт, LCD,  статический байпас, сервисный байпас, RS-232, RS-485, EPO, SNMPSlot, сухие контакты	2.0	шт.	774200.0	1548400.0		14.12.2022	5612	0.42	449000.0	898000.0																																																		
9059	C3.UMM015	Силовой модуль C3 15 кВА, 230/400V, мультифазн., зарядное утройство 6А	8.0	шт.	374900.0	2999200.0		14.12.2022	5612	0.42	217400.0	1739200.0																																																		
9060	C3.UPN012	Встраиваемая карта SNMP с поддержкой датчика влажности и температуры	2.0	шт.	32700.0	65400.0		14.12.2022	5612	0.42	19000.0	38000.0																																																		
9061	C3.UPB060	"Батарейный кабинет C3 с АКБ 12-580W(480В):
- 40 шт. АКБ AGM HRL 12-580W (145Ач),
- комплект бат. перемычек и бат. предохранителей,
- батарейный шкаф БК800 с усиленными полками
Габариты (ШхГхВ): 800x1000х1970 мм, Вес 1950 кг"	2.0	шт.	2952900.0	5905800.0		14.12.2022	5612	0.42	1712682.0	3425364.0																																																		
9062	C3.SH0615	Направляющие универсальные усиленные, 2U, регулируемые 750-1080 мм, черные	2.0	шт.	7600.0	15200.0		14.12.2022	5612	0.42	4400.0	8800.0																																																		
9063	C3.OP4801	Органайзер кабельный C3 48U вертик., с пальцами 106мм	100.0	шт.	16500.0	1650000.0		14.12.2022	5614	0.47	8750.0	875000.0																																																		
9064	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	50.0	шт.	6583.207547169811	329160.37735849054		14.12.2022	5614	0.47	3489.1	174455.0																																																		
9065	C3.RF4205	Шкаф C3 42U 750*1200, черный, дверь перф.	2.0	шт.	207900.0	415800.0		14.12.2022	5615	0.47	110200.0	220400.0																																																		
9066	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	80.0	шт.	500.0	40000.0		14.12.2022	5615	0.47	270.0	21600.0																																																		
9067	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	60.0	шт.	500.0	30000.0		14.12.2022	5616	0.47	265.0	15900.0																																																		
9068	C3.PM4003	Блок распред.пит.с мониторингом C3, 1 фаза, 32А, С13-36, С19-6, 2 авт., вх.IEC 309, каб.3м	12.0	шт.	146500.0	1758000.0		14.12.2022	5617	0.47	77600.0	931200.0																																																		
9069	C3.PM4001	Блок распред.пит.с мониторингом C3, 1 фаза, 16А, С13-24, С19-6, разъем.с фикс,1 авт., вх.С20, каб.3м	4.0	шт.	132800.0	531200.0		14.12.2022	5617	0.47	70400.0	281600.0																																																		
9070	C3.PM0001	Датчик температура/влажность	13.0	шт.	5300.0	68900.0		14.12.2022	5617	0.47	2800.0	36400.0																																																		
9071	C3.PM0003	Датчик дымообнаружения	2.0	шт.	7900.0	15800.0		14.12.2022	5617	0.47	4200.0	8400.0																																																		
9072	C3.PM0004	Датчик утечки воды	2.0	шт.	23000.0	46000.0		14.12.2022	5617	0.47	12200.0	24400.0																																																		
9073	C3.PM0005	Модуль расширения портов датчиков	2.0	шт.	18100.0	36200.0		14.12.2022	5617	0.47	9600.0	19200.0																																																		
9074	C3.PM0001	Датчик температура/влажность	0.0	шт.	5300.0	0.0		14.12.2022	5617	0.4699999999999999	2810.0	0.0																																																		
9075	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	1056.0	шт.	186600.0	197049600.0		15.12.2022	5618	0.47	98900.0	104438400.0																																																		
9076	C3.PM4007	Блок распред.пит.с мониторингом C3, 3 фазы, 32А, С13-30, С19-12, 6 авт., вх.IEC 309, каб.3м	2112.0	шт.	176700.0	373190400.0		15.12.2022	5618	0.47	93700.0	197894400.0																																																		
9077	C3.PM0001	Датчик температура/влажность	2112.0	шт.	5300.0	11193600.0		15.12.2022	5618	0.47	2800.0	5913600.0																																																		
9078	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	2112.0	шт.	19600.0	41395200.0		15.12.2022	5618	0.47	10390.0	21943680.0																																																		
9079	C3.AD4212	Комплект дверной C3, 42U, прозрачн., д/коридора 1200мм, 2 двери	5.0	шт.	315500.0	1577500.0		15.12.2022	5618	0.47	167200.0	836000.0																																																		
9080	C3.AX4001	Механический синхронизатор раздвижения дверей C3	5.0	шт.	36200.0	181000.0		15.12.2022	5618	0.47	19200.0	96000.0																																																		
9081	C3.AB4202	Заглушка коридора торцевая C3, 42U, металл, д/коридора 1200мм	5.0	шт.	110600.0	553000.0		15.12.2022	5618	0.47	58600.0	293000.0																																																		
9082	C3.AR2006	Панель потолочная C3 с аварийным откидыванием, 600*1200мм	50.0	шт.	123000.0	6150000.0		15.12.2022	5618	0.47	65200.0	3260000.0																																																		
9083	C3.AR2099	Блок питания для потолочных панелей, с каб.	5.0	шт.	22300.0	111500.0		15.12.2022	5618	0.47	11800.0	59000.0																																																		
9084	C3.AR1006	Панель потолочная C3, 600*1200мм	0.0	шт.	54300.0	0.0		15.12.2022	5618	0.47	28800.0	0.0																																																		
9085	C3.AD4212	Комплект дверной C3, 42U, прозрачн., д/коридора 1200мм, 2 двери	25.0	шт.	315500.0	7887500.0		15.12.2022	5618	0.47	167200.0	4180000.0																																																		
9086	C3.AX4001	Механический синхронизатор раздвижения дверей C3	25.0	шт.	36200.0	905000.0		15.12.2022	5618	0.47	19200.0	480000.0																																																		
9087	C3.AB4202	Заглушка коридора торцевая C3, 42U, металл, д/коридора 1200мм	23.0	шт.	110600.0	2543800.0		15.12.2022	5618	0.47	58600.0	1347800.0																																																		
9088	C3.AR2006	Панель потолочная C3 с аварийным откидыванием, 600*1200мм	247.0	шт.	123000.0	30381000.0		15.12.2022	5618	0.47	65200.0	16104400.0																																																		
9089	C3.AR2099	Блок питания для потолочных панелей, с каб.	29.0	шт.	22300.0	646700.0		15.12.2022	5618	0.47	11800.0	342200.0																																																		
9090	C3.AR1006	Панель потолочная C3, 600*1200мм	0.0	шт.	54300.0	0.0		15.12.2022	5618	0.47	28800.0	0.0																																																		
9091	C3.AX3003	Заглушка C3 между шкафами, металл.	20.0	шт.	27500.0	550000.0		15.12.2022	5618	0.47	14600.0	292000.0																																																		
9092	C3.AB4201_1	Заглушка коридора торцевая C3, 42U, металл., д/коридора 100мм	2.0	шт.	13700.0	27400.0		15.12.2022	5618	0.47	7261.0	14522.0																																																		
9093	C3.AB4204_1	Заглушка коридора торцевая C3, 42U, металл., д/коридора 400мм	2.0	шт.	45100.0	90200.0		15.12.2022	5618	0.47	23903.0	47806.0																																																		
9094	C3.AR2018	Панель потолочная C3 с аварийным откидыванием, 600*800мм	1.0	шт.	87800.0	87800.0		15.12.2022	5618	0.47	46534.0	46534.0																																																		
9095	C3.AR1045	Панель потолочная C3, 600*800мм	0.0	шт.	43000.0	0.0		15.12.2022	5618	0.47	22790.0	0.0																																																		
9096	C3.AR2003_1	Панель потолочная C3 с аварийным откидыванием, 600*1100мм	2.0	шт.	12100.0	24200.0		15.12.2022	5618	0.47	6413.0	12826.0																																																		
9097	C3.AR3010	Панель потолочная C3, 600*1100мм	0.0	шт.	52100.0	0.0		15.12.2022	5618	0.47	27613.0	0.0																																																		
9098	C3.AD4212	Комплект дверной C3, 42U, прозрачн., д/коридора 1200мм, 2 двери	25.0	шт.	315500.0	7887500.0		15.12.2022	5618	0.47	167200.0	4180000.0																																																		
9099	C3.AX4001	Механический синхронизатор раздвижения дверей C3	25.0	шт.	36200.0	905000.0		15.12.2022	5618	0.47	19200.0	480000.0																																																		
9100	C3.AB4202	Заглушка коридора торцевая C3, 42U, металл, д/коридора 1200мм	13.0	шт.	110600.0	1437800.0		15.12.2022	5618	0.47	58600.0	761800.0																																																		
9101	C3.AR2006	Панель потолочная C3 с аварийным откидыванием, 600*1200мм	258.0	шт.	123000.0	31734000.0		15.12.2022	5618	0.47	65200.0	16821600.0																																																		
9102	C3.AR2099	Блок питания для потолочных панелей, с каб.	29.0	шт.	22300.0	646700.0		15.12.2022	5618	0.47	11800.0	342200.0																																																		
9103	C3.AR1006	Панель потолочная C3, 600*1200мм	0.0	шт.	54300.0	0.0		15.12.2022	5618	0.47	28800.0	0.0																																																		
9104	C3.AX3003	Заглушка C3 между шкафами, металл.	14.0	шт.	27500.0	385000.0		15.12.2022	5618	0.47	14600.0	204400.0																																																		
9105	C3.AB4204_1	Заглушка коридора торцевая C3, 42U, металл., д/коридора 400мм	2.0	шт.	45100.0	90200.0		15.12.2022	5618	0.47	23903.0	47806.0																																																		
9106	C3.AR2018	Панель потолочная C3 с аварийным откидыванием, 600*800мм	1.0	шт.	87800.0	87800.0		15.12.2022	5618	0.47	46534.0	46534.0																																																		
9107	C3.AR1045	Панель потолочная C3, 600*800мм	0.0	шт.	43000.0	0.0		15.12.2022	5618	0.47	22790.0	0.0																																																		
9108	C3.AR2003_1	Панель потолочная C3 с аварийным откидыванием, 600*1100мм	2.0	шт.	12100.0	24200.0		15.12.2022	5618	0.47	6413.0	12826.0																																																		
9109	C3.AR3010	Панель потолочная C3, 600*1100мм	0.0	шт.	52100.0	0.0		15.12.2022	5618	0.47	27613.0	0.0																																																		
9110	C3.UP1130	ИБП C3 2U 3000ВА/2700 Вт, LCD, АКБ 6х9Ач, C13-8, C19-1	2.0	шт.	101900.0	203800.0		15.12.2022	5621	0.21	80500.0	161000.0																																																		
9111	C3.UPB130	Батарейный кабинет для ИБП C3 2U 3000ВА, встроенное ЗУ 1,4А/82.5±0.5В, 12*9Aч/12В	2.0	шт.	79800.0	159600.0		15.12.2022	5621	0.21	63000.0	126000.0																																																		
9112	C3.UPR001	Комплект креплений для установки ИБП C3 в стойку, 2U	4.0	шт.	6200.0	24800.0		15.12.2022	5621	0.21	4900.0	19600.0																																																		
9113	C3.RF4202	Шкаф C3 42U 600*1200, черный, дверь перф.	1.0	шт.	186600.0	186600.0		15.12.2022	5622	0.47	98900.0	98900.0																																																		
9114	C3.PA1012	Блок распред.пит. C3 гориз., 1U, 1 фаза, 16А, Schuko-9, вх.C14,каб.2,5м	2.0	шт.	9600.0	19200.0		15.12.2022	5622	0.47	5100.0	10200.0																																																		
9115	C3.SH1001	Полка д/размещ.оборуд.C3 стационарная, 1U, 125 кг	3.0	шт.	5700.0	17100.0		15.12.2022	5622	0.47	3020.0	9060.0																																																		
9116	C3.FS1002	Комплект крепежа C3 винт-гайка-шайба, д/установки в шкаф, M6, 60 шт.	1.0	шт.	1800.0	1800.0		15.12.2022	5622	0.47	950.0	950.0																																																		
9117	C3.BP2001	Панель-заглушка C3 пластик., 1U, быстросъемн.	5.0	шт.	500.0	2500.0		15.12.2022	5622	0.47	270.0	1350.0																																																		
9118	C3.BM1002	Панель-заглушка C3 металл., 2U, М6	4.0	шт.	1200.0	4800.0		15.12.2022	5622	0.47	640.0	2560.0																																																		
9119	C3.PM4008	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-36, С19-6, 3 авт., вх.IEC 309, каб.3м	0.0	шт.	156000.0	0.0		15.12.2022	5622	0.4683333333333333	82900.0	0.0																																																		
9120	C3.PS3001	Стоечный переключатель нагрузки C3, 1U, 230В, 16А, вход C20-2, выход С13-8, C19-1	0.0	шт.	116000.0	0.0		15.12.2022	5622	0.4683333333333333	61700.0	0.0																																																		
9121	C3.PS3101	Сетевая карта SNMP для переключателя нагрузки	0.0	шт.	24500.0	0.0		15.12.2022	5622	0.4683333333333334	13000.0	0.0																																																		
9122	C3.PV2003	Блок распред.пит. C3 верт., 1 фаза, 32А, С13-36, C19-12, Schuko-3, 2 авт., вх.IEC 309, каб.2,5м	0.0	шт.	48500.0	0.0		15.12.2022	5622	0.4683333333333333	25800.0	0.0																																																		
9123	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	0.0	шт.	19600.0	0.0		15.12.2022	5622	0.4683333333333333	10400.0	0.0																																																		
9124	C3.OH1003	Органайзер кабельный C3 гориз., 5 металл.колец, 1U	0.0	шт.	1700.0	0.0		15.12.2022	5622	0.4683333333333333	900.0	0.0																																																		
9125	C3.RF4201	Шкаф C3 42U 600*1050, черный, дверь перф.	16.0	шт.	177700.0	2843200.0		27.12.2022	5625	0.47	94200.0	1507200.0																																																		
9126	C3.PS4002	БРП управляемый C3, 1 фаза, 32А, С13-20, С19-4, 2 авт., вх.IEC 309, каб.3м	0.0	шт.	190700.0	0.0		27.12.2022	5625	0.47	101100.0	0.0																																																		
9127	C3.PM4008	Блок распред.пит.с мониторингом C3, 3 фазы, 16А, С13-36, С19-6, 3 авт., вх.IEC 309, каб.3м	32.0	шт.	156000.0	4992000.0		27.12.2022	5625	0.47	82700.0	2646400.0																																																		
9128	C3.PV2115	Блок распред.пит. C3 верт., 3 фазы, 16А, C13-36, C19-6, 3 авт., вх.IEC309, каб.2,5м., черный	0.0	шт.	47600.0	0.0		27.12.2022	5625	0.47	25200.0	0.0																																																		
9129	C3.OV2001	Органайзер кабельный C3 верт., 8 металл.колец, 17U, (1компл.=2шт.)	32.0	шт.	19600.0	627200.0		27.12.2022	5625	0.47	10400.0	332800.0																																																		
9130	C3.OH1001	Органайзер кабельный C3 гориз., 5 пласт.колец, 1U	16.0	шт.	1900.0	30400.0		27.12.2022	5625	0.47	1010.0	16160.0																																																		
9131	C3.SD2025	Комплект дверной C3, самонесущ., прозрачн., д/коридора 1000мм, 2 двери	2.0	шт.	246900.0	493800.0		27.12.2022	5625	0.47	130900.0	261800.0																																																		
9132	C3.AX4001	Механический синхронизатор раздвижения дверей C3	2.0	шт.	36200.0	72400.0		27.12.2022	5625	0.47	19200.0	38400.0																																																		
9133	C3.AX3006	Комплект изоляции крыши шкафа, универсальный, гибкий	16.0	шт.	6400.0	102400.0		27.12.2022	5625	0.47	3390.0	54240.0																																																		
9134	C3.ST2400	Балка С3, продольная, горизонт., 2400мм	4.0	шт.	26400.0	105600.0		27.12.2022	5625	0.47	14000.0	56000.0																																																		
9135	C3.ST1800	Балка C3, продольная, горизонт., 1800мм	2.0	шт.	23600.0	47200.0		27.12.2022	5625	0.47	12500.0	25000.0																																																		
